,Product_Yield_PCT_Area_UV
0,0.047641092184596195
1,0.0412096203597114
2,0.0258383665286105
3,0.0444317065372505
4,0.0194987400815928
5,0.0325080927899943
6,0.862621224841378
7,0.07546079873445011
8,0.936745145376158
9,0.143214354734956
10,0.0210830716745609
11,0.17085231062003298
12,0.0315768624811382
13,0.0475379053091498
14,0.0246181658212302
15,0.05267140865080169
16,0.0195634116073256
17,0.033470521471338305
18,0.6922093433688
19,0.0510255242912967
20,0.8319063214096271
21,0.13680381672727399
22,0.0182471592243866
23,0.10994082002903999
24,0.0178675303928125
25,0.0435920116829955
26,0.0270970319261194
27,0.0648652823683892
28,0.0210068590036068
29,0.0332272956618858
30,0.6844400164755391
31,0.058381001733826106
32,0.730197105076637
33,0.131958561281243
34,0.0210098201074023
35,0.10218888659788
36,0.030040038893554798
37,0.047313701172475
38,0.025779797728445
39,0.058267255162714
40,0.0188178466778928
41,0.0368610190848114
42,0.533442477399675
43,0.0580499299101468
44,0.606695362355924
45,0.143933392770758
46,0.0226866296700559
47,0.10000309589551801
48,0.055969019412474
49,0.04821961014500881
50,0.0248590898286748
51,0.0645624672939622
52,0.0205952841211658
53,0.0321864784308256
54,0.7841742281936681
55,0.08939774440857329
56,0.9222423864659519
57,0.142206754932286
58,0.023455596596732
59,0.181597678162321
60,0.070788779533304
61,0.054483808696152
62,0.019905488811482498
63,0.0608313547812363
64,0.0245280550760324
65,0.0356636244233208
66,0.857734226150222
67,0.0978109907191012
68,0.928344072930483
69,0.15410461843799
70,0.0242654830002009
71,0.17175903884481902
72,0.0782316946168684
73,0.0614029657993896
74,0.0213374309510393
75,0.0505213723181808
76,0.0198028622008522
77,0.04468078247013971
78,0.78957919561643
79,0.0699621084980946
80,0.903017535211921
81,0.153607442237364
82,0.025092799414433903
83,0.195108844387778
84,0.0975908286686094
85,0.0415312486926772
86,0.015322361176908801
87,0.0579692311337673
88,0.0264661537803254
89,0.0442903768983828
90,0.6680414267753351
91,0.0642130859194569
92,0.782264541946686
93,0.13954011325243798
94,0.021103931503683
95,0.0828740356846637
96,0.337884226000348
97,0.08083894061744809
98,0.612000810462792
99,0.699420492553848
100,0.072041205533469
101,0.7946758861972999
102,0.870599138552419
103,0.127035086532037
104,0.88966679030845
105,0.279254607314512
106,0.061056671566937004
107,0.199964908124804
108,0.6673580436757889
109,0.0811170620285451
110,0.5748441781192191
111,0.618864221022104
112,0.022298455248819602
113,0.7045487800303429
114,0.798467095458273
115,0.09599426469894351
116,0.8076770744439
117,0.19243178629042698
118,0.051969197906547304
119,0.0833159713932573
120,0.39169224224222904
121,0.0724196612769955
122,0.449830827378729
123,0.509504664551199
124,0.0222798897357048
125,0.6129229271625181
126,0.6082558869673089
127,0.09943556627112321
128,0.535151293766415
129,0.18181558325170802
130,0.0368200738399539
131,0.0841663218738277
132,0.41234218800414096
133,0.0665750525584473
134,0.330190433761406
135,0.500570187984233
136,0.0267563431152105
137,0.558517248007788
138,0.479422368676178
139,0.093691441148368
140,0.523254982462699
141,0.201771290379512
142,0.0424818416198782
143,0.07975817476458989
144,0.48561140726650104
145,0.07771747709471401
146,0.427329765527711
147,0.550785260954863
148,0.0303273678853182
149,0.623266043134165
150,0.733055406932652
151,0.123022393545058
152,0.720008032847844
153,0.261379482896069
154,0.0454255057271249
155,0.178334601652192
156,0.661567482939123
157,0.09919387953604289
158,0.585147171501637
159,0.78151358455536
160,0.051213615791615805
161,0.620179115853534
162,0.859474312367647
163,0.139143476624983
164,0.852124687491059
165,0.268267891505492
166,0.0
167,0.353664697718892
168,0.6872229767603381
169,0.10159502761028101
170,0.48803204306713505
171,0.826474738914186
172,0.059704378754713
173,0.8074414530730689
174,0.878200709579917
175,0.135554979726139
176,0.889252912767351
177,0.216492415106935
178,0.0363674229125296
179,0.14667841578704802
180,0.675734596649153
181,0.0943637372825409
182,0.6455832868396401
183,0.739667254408659
184,0.0481262088058821
185,0.8361894523916711
186,0.8916720838136579
187,0.10969547025602899
188,0.913485106189053
189,0.21872895631487002
190,0.045726615404259506
191,0.115267206773054
192,0.173301256176142
193,0.06271556888171731
194,0.0533782869968364
195,0.12740444931530098
196,0.0537201523252886
197,0.08599204025398009
198,0.7784889125449941
199,0.100341310578617
200,0.882753685705748
201,0.138715355750171
202,0.0479652923515851
203,0.0831483573997866
204,0.0349558510672879
205,0.0683848609348724
206,0.0253680423569808
207,0.10591735254912
208,0.011874456104086798
209,0.0785287792876654
210,0.421325982495637
211,0.0681416606240708
212,0.370149598879938
213,0.16239544825249103
214,0.0
215,0.0529566936703616
216,0.012208239311826099
217,0.062364999079641506
218,0.0424741026607013
219,0.425433025739575
220,0.010494159569143999
221,0.128923037782901
222,0.638780654995044
223,0.08669773408928601
224,0.608803891772562
225,0.08669773408928601
226,0.0514533327418496
227,0.18734702986618199
228,0.0369254079562934
229,0.0529918108178033
230,0.0507709453930326
231,0.0696579609147833
232,0.009881297663264989
233,0.119091592748023
234,0.398296539843221
235,0.07578788359455581
236,0.394896466660449
237,0.0903276836431198
238,0.0
239,0.140786736549013
240,0.135475398975478
241,0.0435998536352889
242,0.032970915716778
243,0.0747024695482382
244,0.0354390034048101
245,0.106667507465437
246,0.627748205525383
247,0.0883069339666964
248,0.791448787933051
249,0.100736710415608
250,0.0445873996881102
251,0.158812147205277
252,0.230725794554218
253,0.0706662929503855
254,0.0412097046908743
255,0.0670759985076743
256,0.026669019699592397
257,0.0626688976583805
258,0.715426743156485
259,0.100123867012383
260,0.614736557075014
261,0.0953958263011332
262,0.0
263,0.158867821005092
264,0.1790385630688
265,0.046130043777343206
266,0.0459642896981618
267,0.0756429582547112
268,0.0255668127054664
269,0.0626426095027396
270,0.728355518057598
271,0.10166740209109401
272,0.674843767651673
273,0.0964307010994259
274,0.0
275,0.150524628547964
276,0.190765245632751
277,0.048825316301071
278,0.054275666476842996
279,0.0706177507228769
280,0.0121874963064015
281,0.08887603949480241
282,0.491231313338811
283,0.111450714863157
284,0.435209625584725
285,0.08859086167460789
286,0.0
287,0.151234882786008
288,0.333686246020695
289,0.153450097553135
290,0.3095888171549
291,0.327228107743226
292,0.342365736501709
293,0.149072004805931
294,0.432999917758306
295,0.17568163921407098
296,0.376451431377011
297,0.145861369323008
298,0.130965528838726
299,0.15328775133598702
300,0.27298873243440697
301,0.37472464679775697
302,0.130775640329684
303,0.278870043258673
304,0.144047483719651
305,0.25151362606933
306,0.165132712003237
307,0.27559554505344197
308,0.309778179622142
309,0.201635057853027
310,0.25898437255719303
311,0.126453446261064
312,0.28447930778054603
313,0.136437201709157
314,0.318161138612688
315,0.309443734111355
316,0.319778129957951
317,0.281257991939562
318,0.18416637401632
319,0.154551816393562
320,0.350038934121785
321,0.20705101946402502
322,0.32237073536626804
323,0.33681629409575004
324,0.268502682369668
325,0.154977983662797
326,0.12565792957616298
327,0.143965448980969
328,0.130393494127328
329,0.152281211654499
330,0.222538143040283
331,0.172841815723781
332,0.22239746711181801
333,0.158290195173318
334,0.14974380115848698
335,0.137673419168311
336,0.149066264798925
337,0.183726199510341
338,0.225196257527756
339,0.393059281212376
340,0.182419588944286
341,0.307733784438108
342,0.190166173545135
343,0.16031791116049898
344,0.40249292419005
345,0.17678836448788499
346,0.156421247051227
347,0.262732573639549
348,0.128483834861798
349,0.229308714939199
350,0.12786387294468202
351,0.133134959058639
352,0.116387643881743
353,0.13562445184587
354,0.168303425941005
355,0.215478088287407
356,0.273315804937304
357,0.26966017215133603
358,0.255475487427508
359,0.154193357422559
360,0.12621126052575302
361,0.174322145602985
362,0.133461992881114
363,0.278880804699825
364,0.146491021576651
365,0.31023366249855
366,0.180202351501091
367,0.16245242834377
368,0.328601183833549
369,0.37853177894750095
370,0.15181192321977702
371,0.15364632886968502
372,0.138795032738065
373,0.146994500838519
374,0.322546483838239
375,0.176510887581189
376,0.169869857765644
377,0.41591873186716805
378,0.21472913175312702
379,0.182506178025478
380,0.37871278583067897
381,0.30355572946107
382,0.35315886081290204
383,0.139066953068002
384,0.7930587350894569
385,0.854323885219076
386,0.8682375364200141
387,0.759827678379371
388,0.417981680436534
389,0.963777560137793
390,0.926348539875478
391,0.467942717832163
392,0.902063870232358
393,0.260223686397464
394,0.107375169949463
395,0.43154212745549303
396,0.9329643396545331
397,0.908868932305634
398,0.934429714882574
399,0.861336620157903
400,0.2821750835074
401,0.9394010978454639
402,0.7110856396898351
403,0.33608740035921797
404,0.569614281729532
405,0.5953770347891161
406,0.0063730496773270195
407,0.231702052678754
408,0.7651443110080599
409,0.68499153125392
410,0.835978581948845
411,0.709954176663073
412,0.399838434308955
413,0.8402070595423371
414,0.46805221490606397
415,0.37357520849976195
416,0.46081145490547004
417,0.474619966140896
418,0.012120096823103601
419,0.19090403327122998
420,0.671406210140979
421,0.625643020715499
422,0.777103431674678
423,0.481714185233041
424,0.304007597011851
425,0.8268733816794971
426,0.360816610133423
427,0.364170291581118
428,0.340325267208681
429,0.467290772717741
430,0.0104773556690246
431,0.10133207767042199
432,0.7874639498653541
433,0.767222979653099
434,0.874742953227683
435,0.6320272748042151
436,0.400559059542472
437,0.95568229157529
438,0.7171205136278109
439,0.399796885856858
440,0.7415141560574691
441,0.492451569795546
442,0.0938703929805834
443,0.209446895988713
444,0.9098810000897259
445,0.967609424689599
446,0.919298669617397
447,0.874932311504694
448,0.347271754713206
449,0.9587597459659319
450,0.925255059883806
451,0.489937734631707
452,0.7553780378673529
453,0.316507527894339
454,0.0999382486028393
455,0.279360056540966
456,0.91952898933144
457,0.888995505132022
458,0.9131533200963111
459,0.906035200560835
460,0.257204000110791
461,0.960522956516848
462,0.8115653782981229
463,0.388778316787673
464,0.64301145622985
465,0.574149395882363
466,0.054938176425329395
467,0.168188211369926
468,0.9108722281338799
469,0.8334356810934339
470,0.9034474219270809
471,0.677254172018757
472,0.21433123768133
473,0.918076837260175
474,0.616028054419406
475,0.476692785469898
476,0.426910274728034
477,0.621278487707647
478,0.00458217175311709
479,0.145607995062144
480,0.878245536400365
481,0.9021367746976919
482,0.8625374509761591
483,0.7825815085087029
484,0.7018112208550571
485,0.965742563881931
486,0.7244407340932529
487,0.678914276877671
488,0.716397837522583
489,0.2499949167947
490,0.119653152002239
491,0.0809832261440754
492,0.939902832501499
493,0.959307105913055
494,0.9168854297456189
495,0.741853900605132
496,0.5619837581806479
497,0.968863406821135
498,0.6720104299093179
499,0.5538330579788631
500,0.48368473293901504
501,0.171275562376447
502,0.0465600176222329
503,0.059029434788114704
504,0.7282299592173029
505,0.750848473232507
506,0.747880048332898
507,0.555129970068263
508,0.517094621897423
509,0.756178577194961
510,0.325581006087268
511,0.44377692349185
512,0.193260381662172
513,0.23531410727760702
514,0.0645032151958811
515,0.0681172692824835
516,0.601984165966287
517,0.707778455537634
518,0.7015770909374279
519,0.346100805617181
520,0.345428487761742
521,0.796570581407781
522,0.34879591683823
523,0.44650777602804603
524,0.24479843427874598
525,0.192382473012842
526,0.0140580220488972
527,0.0680509238951124
528,0.6668117832641759
529,0.7379770635306361
530,0.7562837369059701
531,0.440980301035265
532,0.524534202188087
533,0.878847493040702
534,0.511474832866481
535,0.573629519109205
536,0.5011640603795761
